spine_no,cover_img,title,url,director,country,year
973,https://s3.amazonaws.com/criterion-production/films/1076892f9021ddb7c859fd3c8e320e2a/Ci81X9eJjj5UeZxOsh0yqJlCk9CGOm_thumbnail.jpg,My Brilliant Career,https://www.criterion.com/films/29065-my-brilliant-career,Gillian Armstrong,Australia,1979
,https://s3.amazonaws.com/criterion-production/films/fba912386ba94f01ecb3d5257edf3085/xDHAe01YIlhAFgUQ0JdxX3Ei88NiGn_thumbnail.jpg,My Crasy Life,https://www.criterion.com/films/27946-my-crasy-life,Jean-Pierre Gorin,United States,1992
732,https://s3.amazonaws.com/criterion-production/films/382b3bdf34ee6057403e947817456b38/I8Z5Bln46SVpTSdqJB4E1ChE1CutI2_thumbnail.jpg,My Darling Clementine,https://www.criterion.com/films/28570-my-darling-clementine,John Ford,United States,1946
479,https://s3.amazonaws.com/criterion-production/films/55540be3417fc8d3aca18151f48009d7/1wrYMIHOtZzcuJuYju1L7NYD14iLdR_thumbnail.jpg,My Dinner with André,https://www.criterion.com/films/1093-my-dinner-with-andr,Louis Malle,United States,1981
178,https://s3.amazonaws.com/criterion-production/films/d484412b31e9c348b0759f06f632a360/WM3PAMu8qFiHbgH8yOHAX5neaJ75Yk_thumbnail.jpg,My Life as a Dog,https://www.criterion.com/films/727-my-life-as-a-dog,Lasse Hallström,Sweden,1985
114,https://s3.amazonaws.com/criterion-production/films/faae05a1b170149a490b96749d940a7f/BeabnGRtbsbWPi0gQYY7xJClHmZjMg_thumbnail.jpg,My Man Godfrey,https://www.criterion.com/films/653-my-man-godfrey,Gregory La Cava,United States,1936
345,https://s3.amazonaws.com/criterion-production/films/42559a79413bbf8b71aa343ec2d597e8/SFcNAYtcVuwMl1bILyHghFZI8k8D4b_thumbnail.jpg,My Night at Maud’s,https://www.criterion.com/films/791-my-night-at-maud-s,Eric Rohmer,France,1969
277,https://s3.amazonaws.com/criterion-production/films/17e786df2bac8c4b60ca2a48a561a34c/Ox1KmDZXN78FH8kqHvZuNfOXAzMC3K_thumbnail.jpg,My Own Private Idaho,https://www.criterion.com/films/249-my-own-private-idaho,Gus Van Sant,United States,1991
875,https://s3.amazonaws.com/criterion-production/films/deefb3c46546e200b36f2ed94f4f6848/IxB4g0ygUfq34frHQCCs9WWTMky651_thumbnail.jpg,Mysterious Object at Noon,https://www.criterion.com/films/29098-mysterious-object-at-noon,Apichatpong Weerasethakul,Thailand,2000
521,https://s3.amazonaws.com/criterion-production/films/cb051eccc859df79f34384dbb07d348e/lnBFWjRhYljtqu7KY6hyN5JSJ16F7L_thumbnail.jpg,Mystery Train,https://www.criterion.com/films/2057-mystery-train,Jim Jarmusch,United States,1989
741,https://s3.amazonaws.com/criterion-production/films/ed79ccf0e591ea805214843f3731d138/XQizF2lrV1C8llF8iq6LvJn0X9wR8Z_thumbnail.jpg,My Winnipeg,https://www.criterion.com/films/27969-my-winnipeg,Guy Maddin,Canada,2007
307,https://s3.amazonaws.com/criterion-production/films/ad92e3359b1dde6cd670b3f36c5ddf08/YQZ7RpGqF3uncaRrdKPcrnU0K6LDKE_thumbnail.jpg,Naked,https://www.criterion.com/films/220-naked,Mike Leigh,United Kingdom,1993
380,https://s3.amazonaws.com/criterion-production/films/bdd292d371001c16b286dc9ed86c48c8/ozJwCiRbeWisV4EUZfCnlxm7HKDT3K_thumbnail.jpg,The Naked City,https://www.criterion.com/films/818-the-naked-city,Jules Dassin,United States,1948
811,https://s3.amazonaws.com/criterion-production/films/2e69bb29f4d9c6e2264f2390b3aa8725/FCIx7O43E1xSgkZutfieU59ppCQwmp_thumbnail.jpg,The Naked Island,https://www.criterion.com/films/27774-the-naked-island,Kaneto Shindo,Japan,1960
18,https://s3.amazonaws.com/criterion-production/films/9c21caac60a7558d8030db85a92b3823/bus4DWYh5ZqgeBYZ3FCBe5pNmM9syt_thumbnail.jpg,The Naked Kiss,https://www.criterion.com/films/533-the-naked-kiss,Samuel Fuller,United States,1964
220,https://s3.amazonaws.com/criterion-production/films/90d418713a2e7ecc053c7cea7f3edc07/BmQGbMPdDYJ7IwGNosdZiWUsJXh3EI_thumbnail.jpg,Naked Lunch,https://www.criterion.com/films/634-naked-lunch,David Cronenberg,Canada,1991
415,https://s3.amazonaws.com/criterion-production/films/040b9ada9b2e7f00bf67207c219e907d/SqsWAMsxDc8dEu6YmD98XbtlIJ2Qak_thumbnail.jpg,The Naked Prey,https://www.criterion.com/films/848-the-naked-prey,Cornel Wilde,United States,1965
33,https://s3.amazonaws.com/criterion-production/films/7062af5ff38747e1652868a1b3ddb2c6/LfHp8xHidZJHSQV2CiPDktO9NGJjhn_thumbnail.jpg,Nanook of the North,https://www.criterion.com/films/574-nanook-of-the-north,Robert Flaherty,United States,1922
642,https://s3.amazonaws.com/criterion-production/films/9c3624e50b6bdfc76e35e76630ac2a92/hq6ior2POJCOfpMPkqBOtsQ44AOR7o_thumbnail.jpg,Naqoyqatsi,https://www.criterion.com/films/28418-naqoyqatsi,Godfrey Reggio,United States,2002
683,https://s3.amazonaws.com/criterion-production/films/c701f80ae220c9948a01832f1b96bb49/pXj4meWTEKkclkBiVCrtId5yTzyGKL_thumbnail.jpg,Nashville,https://www.criterion.com/films/28427-nashville,Robert Altman,United States,1975
,https://s3.amazonaws.com/criterion-production/films/ee7cacd47c70cec49f345ca16baecdd8/Y5xkElKWgW3k44qZO5BSCnqu6fKHYG_thumbnail.jpg,Native Land,https://www.criterion.com/films/814-native-land,Leo Hurwitz…,United States,1942
797,https://s3.amazonaws.com/criterion-production/films/af3a424e036ce6064ba4c3b884c82128/cwe2k8wIo3C0zHyHipEgHMC2IsVcXq_thumbnail.jpg,The New Land,https://www.criterion.com/films/28702-the-new-land,Jan Troell,Sweden,1972
,https://s3.amazonaws.com/criterion-production/films/593c437ae67788bddd5791510182430c/cD6Hs7UBbHZ6087FyZy5C8iK2vsTJB_thumbnail.jpg,News from Home,https://www.criterion.com/films/20978-news-from-home,Chantal Akerman,United States,1976
,https://s3.amazonaws.com/criterion-production/films/53029c4265e2623dc5d2e1437fdb0a15/natIW8grGAtqgN1rxflDsqZ0woLxK2_thumbnail.jpg,New Tale of Zatoichi,https://www.criterion.com/films/28302-new-tale-of-zatoichi,Tokuzo Tanaka,Japan,1963
826,https://s3.amazonaws.com/criterion-production/films/ee06eb98a3f4ddfae7322b95916708d6/hIa0cGCGSYfRfpArTPaFotv3ycmxc8_thumbnail.jpg,The New World,https://www.criterion.com/films/28713-the-new-world,Terrence Malick,United States,2005
197,https://s3.amazonaws.com/criterion-production/films/28bd50fcd77723579fa97b660e82c8f5/XDDCXaOyUu1u2WeLdPYLNgYhlh9bF7_thumbnail.jpg,Night and Fog,https://www.criterion.com/films/238-night-and-fog,Alain Resnais,France,1955
274,https://s3.amazonaws.com/criterion-production/films/a63636bfe82dedb841b144e5221b32cc/gj7In0EN9jtRSyM6OKI4t1RsZuE6Yu_thumbnail.jpg,Night and the City,https://www.criterion.com/films/933-night-and-the-city,Jules Dassin,United States,1950
1078,https://s3.amazonaws.com/criterion-production/films/b3eb0e4d21f1cb4998b53234504130e6/nhJWRKdn66hzfnBjoSMgk4FmpzqwWS_thumbnail.jpg,Nightmare Alley,https://www.criterion.com/films/28571-nightmare-alley,Edmund Goulding,United States,1947
541,https://s3.amazonaws.com/criterion-production/films/4769edd08606508fb82f823c778297f4/6EpySxomWsrT7vfmRGVtFhIvfBDFva_thumbnail.jpg,The Night of the Hunter,https://www.criterion.com/films/27525-the-night-of-the-hunter,Charles Laughton,United States,1955
909,https://s3.amazonaws.com/criterion-production/films/5d825de608ea6993b42be3c972bab02f/O4mn7lXmAaCzdLtUmSqBHAKHJBQW3P_thumbnail.jpg,Night of the Living Dead,https://www.criterion.com/films/29331-night-of-the-living-dead,George A. Romero,United States,1968
401,https://s3.amazonaws.com/criterion-production/films/300f04cc44f51c1d1b81f577e32bba58/elypGlAsVgJgbxoAuddnPOiRlvDUf5_thumbnail.jpg,Night on Earth,https://www.criterion.com/films/227-night-on-earth,Jim Jarmusch,United States,1991
59,https://s3.amazonaws.com/criterion-production/films/ffeada38436fc1a58fe1b9bdfd78a0df/TIgzI8FfOZO66FgTLWdM7pYj5kFOmY_thumbnail.jpg,The Night Porter,https://www.criterion.com/films/604-the-night-porter,Liliana Cavani,Italy,1974
49,https://s3.amazonaws.com/criterion-production/films/e1710ec4789ca8b72c4fe33f3c448330/ZGHNHmAeEKny73AkgfjtzVBra8ZZDH_thumbnail.jpg,Nights of Cabiria,https://www.criterion.com/films/243-nights-of-cabiria,Federico Fellini,Italy,1957
7,https://s3.amazonaws.com/criterion-production/films/42790cb308fa59168776a1aec47ed745/p9QV0hdBIdYyejFJqOOQLkyPrxyaHW_thumbnail.jpg,A Night to Remember,https://www.criterion.com/films/521-a-night-to-remember,Roy Ward Baker,United Kingdom,1958
523,https://s3.amazonaws.com/criterion-production/films/b5824ced3bf57cab7eeeec449300d5a2/yeWQyGUC9wbJ1ik9nmZdOGx1nxPY71_thumbnail.jpg,Night Train to Munich,https://www.criterion.com/films/25039-night-train-to-munich,Carol Reed,United Kingdom,1940
,https://s3.amazonaws.com/criterion-production/films/353519da35cf1bd1773b8a46f8b56888/dcLI1zmjCATvuzZbQKDD4hBaFvjUZ7_thumbnail.jpg,No Blood Relation,https://www.criterion.com/films/27545-no-blood-relation,Mikio Naruse,Japan,1932
,https://s3.amazonaws.com/criterion-production/films/c3671b7d05dd992c80de898da6f724a8/iKAAnLTwUhBFo0X62zBb8ijm258Sey_thumbnail.jpg,Nobody’s Children,https://www.criterion.com/films/27623-nobody-s-children,Raffaello Matarazzo,Italy,1952
,https://s3.amazonaws.com/criterion-production/films/a40089af5a99e65997b7ab84b63c23e6/xwkezz5WNkgtavKsf03aC9CxPq4gTb_thumbnail.jpg,No More Excuses,https://www.criterion.com/films/27940-no-more-excuses,Robert Downey Sr.,United States,1968
,https://s3.amazonaws.com/criterion-production/films/d0bd4adabeeda6ab8b4281593f195ad8/Lm3iaz6JZzc6trICK6imGiRQK14EMk_thumbnail.jpg,"Non, Je Ne Regrette Rien (No Regret)",https://www.criterion.com/films/31183-non-je-ne-regrette-rien-no-regret,Marlon Riggs,United States,1993
,https://s3.amazonaws.com/criterion-production/films/f43c8ae04f032cb63cb19009d307c5e6/8Fri0sBQEIHHHZ7FmnW5IrGGp5YB3z_thumbnail.jpg,No Regrets for Our Youth,https://www.criterion.com/films/887-no-regrets-for-our-youth,Akira Kurosawa,Japan,1946
458,https://s3.amazonaws.com/criterion-production/films/c1fb2b82ed4efdfeed42218073a0b176/FHQSYwiYqbpb8iR4OtQGQPbroXU1Dm_thumbnail.jpg,El Norte,https://www.criterion.com/films/972-el-norte,Gregory Nava,Guatemala,1983
337,https://s3.amazonaws.com/criterion-production/films/35cf4d7e4b34e9705e7113e2ca9dfed5/y44618NZ3bA8g2AcdsVMOZc5lfTtIZ_thumbnail.jpg,À nos amours,https://www.criterion.com/films/779--nos-amours,Maurice Pialat,France,1983
137,https://s3.amazonaws.com/criterion-production/films/e97a91bf3391ed51fafd378e198e61ab/JPKjYXvzfvIPG3IAPXcfraP20IiWhV_thumbnail.jpg,Notorious,https://www.criterion.com/films/682-notorious,Alfred Hitchcock,United States,1946
678,https://s3.amazonaws.com/criterion-production/films/1bbf4ac37c8637e832706826717cfb58/j8kye88ZxeKVhkU8YRBocTvZSvLHXB_thumbnail.jpg,La notte,https://www.criterion.com/films/28111-la-notte,Michelangelo Antonioni,Italy,1961
296,https://s3.amazonaws.com/criterion-production/films/b9869327444f90188582a10b8710e894/xoyWsCiyQBL4cMdV0fqelYO887caGC_thumbnail.jpg,Le notti bianche,https://www.criterion.com/films/868-le-notti-bianche,Luchino Visconti,Italy,1957
160,https://s3.amazonaws.com/criterion-production/films/38de1d92192de3a5d761faf4e6c2ecb7/blafBy2lxntqX5n4hNZ9BGKhVMOFIP_thumbnail.jpg,À nous la liberté,https://www.criterion.com/films/714--nous-la-libert,René Clair,France,1931
1004,https://s3.amazonaws.com/criterion-production/films/31b8ddf4b7224294e1c323968e5edcae/ZnvrX36fSxtqKKg2do5VnPKSusWgp1_thumbnail.jpg,"Now, Voyager",https://www.criterion.com/films/29026-now-voyager,Irving Rapper,United States,1942
754,https://s3.amazonaws.com/criterion-production/films/819ce3ccc43079f5f6999e2cadfcdd89/EBMAWbwsW0drqS25wfHJ49SGDPjV47_thumbnail.jpg,Odd Man Out,https://www.criterion.com/films/28173-odd-man-out,Carol Reed,United Kingdom,1947
1008,https://s3.amazonaws.com/criterion-production/films/eefb96ac948c689de4a56803a285cefe/9ifQI92S6E9FgNzpLOJg1vrvHikjqx_thumbnail.jpg,Old Joy,https://www.criterion.com/films/29062-old-joy,Kelly Reichardt,United States,2006
32,https://s3.amazonaws.com/criterion-production/films/807be7602efb134fb383f549f6c49f5f/jtoATwfK2rvbM83E0X4EL3FbGZGOcm_thumbnail.jpg,Oliver Twist,https://www.criterion.com/films/567-oliver-twist,David Lean,United Kingdom,1948
,https://s3.amazonaws.com/criterion-production/product_images/1885-cda9f785b9487d302fc633c8d281e52d/n5E4qB3SG4k1Sbtq4c1XXEtIoKKZ9z_small.jpg,Olivier’s Shakespeare,https://www.criterion.com/boxsets/577-olivier-s-shakespeare,,,
,https://s3.amazonaws.com/criterion-production/films/d79bc7d2b65cdc2885116fdc074e87d8/c6OOcQ5v21wzr7MPrwLBBlQdgo09EM_thumbnail.jpg,Once Upon a Time in China,https://www.criterion.com/films/30712-once-upon-a-time-in-china,Tsui Hark,Hong Kong,1991
,https://s3.amazonaws.com/criterion-production/films/ca13e1d049d2ce3312fa7ff43ceccb6e/CrlQ9weSAFflHtvyZfloPMtBYtWksT_thumbnail.jpg,Once Upon a Time in China II,https://www.criterion.com/films/30711-once-upon-a-time-in-china-ii,Tsui Hark,Hong Kong,1992
,https://s3.amazonaws.com/criterion-production/films/6fd3976cf806d6fad6dc70712c3e9ebc/pOFw8IdzoEUt6wKFT2vFl4kmGkrRBS_thumbnail.jpg,Once Upon a Time in China III,https://www.criterion.com/films/30710-once-upon-a-time-in-china-iii,Tsui Hark,Hong Kong,1993
,https://s3.amazonaws.com/criterion-production/films/547f1ff5b611dda3dcfb1f50cb05e5ad/dzsA6F9rZ81DMybNgmhZiptrofQ0el_thumbnail.jpg,Once Upon a Time in China IV,https://www.criterion.com/films/31784-once-upon-a-time-in-china-iv,Yuen Bun,Hong Kong,1993
,https://s3.amazonaws.com/criterion-production/films/b796fc21a57558358eb7f9e54fa5e6d0/2WXT8ULgPXXbikn39pHMz1m7dVbtt7_thumbnail.jpg,Once Upon a Time in China V,https://www.criterion.com/films/31785-once-upon-a-time-in-china-v,Tsui Hark,Hong Kong,1994
844,https://s3.amazonaws.com/criterion-production/films/d1660ab865457458f4d72ee7f429a42a/NA3VDZzOh4GhSWZO77GnTz9i9U8JcF_thumbnail.jpg,One-Eyed Jacks,https://www.criterion.com/films/28979-one-eyed-jacks,Marlon Brando,United States,1961
,https://s3.amazonaws.com/criterion-production/films/bb6632125bcc033d155048132556ec4c/RZ5Y5VtzsoM99siCd6jLp8kA0psCPv_thumbnail.jpg,One Hour with You,https://www.criterion.com/films/901-one-hour-with-you,Ernst Lubitsch,United States,1932
,https://s3.amazonaws.com/criterion-production/films/b43448581d5f02b37a6612ae0f8bd795/LwDLAbDVrIKPyyPeZ7T9HXrp5pN1N8_thumbnail.jpg,One Hundred and One Nights,https://www.criterion.com/films/30563-one-hundred-and-one-nights,Agnès Varda,France,1995
1106,https://s3.amazonaws.com/criterion-production/films/6facf4e6621b173ff79555f9eddb9f27/8g5alAbUvCYJg7YGwVq1B3KHU7OrN4_thumbnail.jpg,One Night in Miami . . .,https://www.criterion.com/films/32171-one-night-in-miami,Regina King,United States,2020
978,https://s3.amazonaws.com/criterion-production/films/3d672bd00395e40e87789228e3fd8874/iQGkhtIWTJQfQFjbHJuwQqJoniUd2u_thumbnail.jpg,"One Sings, the Other Doesn’t",https://www.criterion.com/films/29436-one-sings-the-other-doesn-t,Agnès Varda,France,1977
,https://s3.amazonaws.com/criterion-production/films/3262fee8a0bf104e06628a95c8fd7a4a/lhx6mHbUiauCK7kI2hLfjgUQS0WVK9_thumbnail.jpg,One Wonderful Sunday,https://www.criterion.com/films/888-one-wonderful-sunday,Akira Kurosawa,Japan,1947
226,https://s3.amazonaws.com/criterion-production/films/e0fc371e56bef5749dc61aa890ad5d2e/GESrQUhGrAwZFXI5FVnOsR4gg0aiEj_thumbnail.jpg,Onibaba,https://www.criterion.com/films/665-onibaba,Kaneto Shindo,Japan,1964
806,https://s3.amazonaws.com/criterion-production/films/ed3f92d0278e7f4b2b1fd469625f8854/SeFfMgLKHEcnN0NYoyueCarmwztSHJ_thumbnail.jpg,Only Angels Have Wings,https://www.criterion.com/films/28831-only-angels-have-wings,Howard Hawks,United States,1939
525,https://s3.amazonaws.com/criterion-production/films/b3d0110fb07ddfccb55a210d83a7685d/CmZl8wRwMB2JynT2dEFHvmX6JaiOmX_thumbnail.jpg,The Only Son,https://www.criterion.com/films/2606-the-only-son,Yasujiro Ozu,Japan,1936
524,https://s3.amazonaws.com/criterion-production/product_images/1846-9cfef2c5fa060f8411bc2acc04261a18/KDlOmOyxMcew06CzkKPKggnG1K2TO6_small.jpg,The Only Son/There Was a Father: Two Films by Yasujiro Ozu,https://www.criterion.com/boxsets/730-the-only-son-there-was-a-father-two-films-by-yasujiro-ozu,,,
647,https://s3.amazonaws.com/criterion-production/films/8682fec5356a2cff41d1e090662f8a02/pvQjxjt452yR9hjwgX5DJ4UZeCraAL_thumbnail.jpg,On the Waterfront,https://www.criterion.com/films/27899-on-the-waterfront,Elia Kazan,United States,1954
255,https://s3.amazonaws.com/criterion-production/films/46f543e6c4852a339f2b21e98bf62802/ejWzz7tefhgLdhSrPWBeMiKDWc0ipk_thumbnail.jpg,Opening Night,https://www.criterion.com/films/957-opening-night,John Cassavetes,United States,1977
126,https://s3.amazonaws.com/criterion-production/films/24fa6e0762f08d4196a28e5b2164f6ee/CFhiLjYq4wsUPR2sZ29sKvsMOTZggq_thumbnail.jpg,Ordet,https://www.criterion.com/films/441-ordet,Carl Th. Dreyer,Denmark,1955
610,https://s3.amazonaws.com/criterion-production/films/a90c0d0249e4b0669520f8338edf52ff/KhWjvv7SR4ccx10syh2rFGWy8bgrxH_thumbnail.jpg,The Organizer,https://www.criterion.com/films/27612-the-organizer,Mario Monicelli,Italy,1963
1090,https://s3.amazonaws.com/criterion-production/films/db10600f8d74dc4d362d8b020a215743/afum5pYT14i7aTyJR3TSfLyats48ny_thumbnail.jpg,Original Cast Album: “Company”,https://www.criterion.com/films/30212-original-cast-album-company,D. A. Pennebaker,United States,1970
,https://s3.amazonaws.com/criterion-production/films/3cec2eb98c004b821d42cc6e14bfb0fc/MjYLPC6QAnciKmRDONHLk59AXcIvqR_thumbnail.jpg,Ornamental Hairpin,https://www.criterion.com/films/1089-ornamental-hairpin,Hiroshi Shimizu,Japan,1941
68,https://s3.amazonaws.com/criterion-production/films/a28ec0dd0864fa570a2c8183875b1054/YAlnMCnVpvIjnVQKeWwArpEoPKBSBb_thumbnail.jpg,Orpheus,https://www.criterion.com/films/610-orpheus,Jean Cocteau,France,1950
66,https://s3.amazonaws.com/criterion-production/product_images/1836-3f162562261e055f62b74fad187f814c/gvlLIyoIOj8bseeE1jh16ttnnyrYTT_small.jpg,The Orphic Trilogy,https://www.criterion.com/boxsets/155-the-orphic-trilogy,,,
,https://s3.amazonaws.com/criterion-production/films/59c349f75357ca32fdfe7dc7baec78c1/WCGcUeTWu6JHm8cK2uebJyxrhnZ2Tg_thumbnail.jpg,Osaka Elegy,https://www.criterion.com/films/968-osaka-elegy,Kenji Mizoguchi,Japan,1936
509,https://s3.amazonaws.com/criterion-production/films/1f26021625d2e2e4b8ca84ebe942f854/ewcI4BpdaNjfLaahutp5MgA2scdl0v_thumbnail.jpg,Ossos,https://www.criterion.com/films/21942-ossos,Pedro Costa,Portugal,1997
870,https://s3.amazonaws.com/criterion-production/films/49e516a3b9f2ff8d5e44830a1154103f/XorHnUjAK0JVHgvTyc3cWo1H9o4we1_thumbnail.jpg,Othello,https://www.criterion.com/films/28621-othello,Orson Welles,United States,1952
922,https://s3.amazonaws.com/criterion-production/films/bb7a6b8c82556fa885e56f7977c1b52d/nEZYgB9dOznIjVMhAPzZcTqbTrqgZL_thumbnail.jpg,The Other Side of Hope,https://www.criterion.com/films/29253-the-other-side-of-hope,Aki Kaurismäki,Finland,2017
382,https://s3.amazonaws.com/criterion-production/films/86111580875e28e5a36dc225c9926266/uh9IJVswl55y0VrTNtQMZC8WqezjDK_thumbnail.jpg,Overlord,https://www.criterion.com/films/550-overlord,Stuart Cooper,United Kingdom,1975
,https://s3.amazonaws.com/criterion-production/films/1575a0edde21f2a1e688c428fc546cee/XX0NgrcY1AyrE9qwxEMq7c3q4ca2We_thumbnail.jpg,Paddle to the Sea,https://www.criterion.com/films/944-paddle-to-the-sea,William Mason,Canada,1966
498,https://s3.amazonaws.com/criterion-production/films/7b27c9719b8fe36e334fa0ba43910a0e/GwB3ma4IYcYsr5CZ4ZizQW0i0mxyxc_thumbnail.jpg,Paisan,https://www.criterion.com/films/2415-paisan,Roberto Rossellini,Italy,1946
564,https://s3.amazonaws.com/criterion-production/films/4660b3e12a52f6b431561489f2ada100/KFkIeQegNuLxQu6F13tqVWo6lhNzcb_thumbnail.jpg,Pale Flower,https://www.criterion.com/films/27604-pale-flower,Masahiro Shinoda,Japan,1964
742,https://s3.amazonaws.com/criterion-production/films/fe181622565ea7178c96fc7ab018b419/3AohHpkLpJeg3OF1nhEmRexTcNZng3_thumbnail.jpg,The Palm Beach Story,https://www.criterion.com/films/28103-the-palm-beach-story,Preston Sturges,United States,1942
358,https://s3.amazonaws.com/criterion-production/films/8cff4ed5c749a90d25f50667ab1908d2/erzB7rRyF3un8YavvACbHzygC7P0lm_thumbnail.jpg,Pandora’s Box,https://www.criterion.com/films/362-pandora-s-box,G. W. Pabst,Germany,1929
955,https://s3.amazonaws.com/criterion-production/films/403e847dd8731937c35889728349b623/CgM0xL1w053hSfTPUxWl8HH8UBp2jI_thumbnail.jpg,Panique,https://www.criterion.com/films/29510-panique,Julien Duvivier,France,1946
838,https://s3.amazonaws.com/criterion-production/films/dc6376f090e305a122db1a855a025892/5i7NGnwsubXRYF6luLdSi6iC9ICn5O_thumbnail.jpg,Pan’s Labyrinth,https://www.criterion.com/films/28948-pan-s-labyrinth,Guillermo del Toro,Spain,2006
